median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,medianhousevalue
4.7031,34,1403.0,262.0,839.0,255.0,37.74,-122.41,12.449806748940391
4.625,31,3808.0,670.0,2430.0,660.0,33.94,-118.04,12.066241450757124
2.6591,33,1523.0,391.0,753.0,298.0,34.11,-118.18,12.121608929585332
7.7589,8,2098.0,342.0,908.0,329.0,33.67,-117.81,12.745197054748887
1.9234,43,1697.0,387.0,1181.0,352.0,34.08,-117.31,11.219909190927746
1.4792,22,3065.0,726.0,2165.0,738.0,36.21,-119.34,10.904137815028022
3.1319,27,1079.0,222.0,625.0,197.0,39.97,-122.14,11.046132675457146
7.0548,34,3038.0,490.0,1140.0,496.0,37.84,-122.21,12.694348933246845
3.7546,28,3264.0,576.0,1512.0,567.0,37.8,-121.2,11.815257205114566
2.8194,9,5927.0,1269.0,3369.0,1176.0,38.89,-121.32,11.61999352194924
2.5083,41,619.0,138.0,636.0,145.0,33.93,-118.21,11.679295469550114
2.0542,46,2198.0,530.0,2067.0,497.0,33.99,-118.29,11.546369912189585
1.7708,9,818.0,197.0,358.0,197.0,39.52,-121.56,11.283524879179666
3.116,19,7297.0,2331.0,3870.0,2144.0,34.02,-118.4,12.611541086966117
2.0882,20,1384.0,257.0,557.0,232.0,39.76,-121.57,11.560772327227417
4.0878,36,3511.0,664.0,2965.0,695.0,34.25,-119.15,12.137799158081608
4.9984,12,9016.0,1486.0,4285.0,1457.0,33.95,-117.51,12.038251448529742
4.7788,31,3417.0,533.0,1245.0,532.0,32.79,-117.2,12.52815976788113
1.319,16,2088.0,535.0,816.0,326.0,40.22,-124.0,11.166214996056205
4.375,29,2209.0,444.0,952.0,403.0,34.2,-118.32,12.740227025427725
5.9582,38,1594.0,249.0,633.0,247.0,34.16,-118.04,12.76768928756418
2.1927,29,3245.0,1190.0,3906.0,1102.0,34.09,-118.3,12.442333783869854
6.4789,15,10282.0,1333.0,3868.0,1300.0,38.77,-121.14,12.57002454806453
1.4191,12,1923.0,559.0,2809.0,535.0,36.19,-120.09,10.916923143796645
2.9222,24,2622.0,525.0,1027.0,510.0,38.45,-122.67,12.399173397495131
5.0195,19,3337.0,565.0,1646.0,554.0,33.18,-117.24,12.207077140855777
8.3065,14,7174.0,950.0,2782.0,899.0,37.24,-121.88,12.884616210480898
3.6607,38,796.0,159.0,679.0,167.0,33.9,-118.22,11.611874470755124
3.7312,31,2197.0,501.0,944.0,474.0,34.16,-118.38,12.67420264562853
5.9771,37,1376.0,237.0,618.0,226.0,34.22,-118.23,12.975720112947148
1.6955,43,2255.0,533.0,1568.0,470.0,34.02,-118.31,11.654433707761807
7.5402,13,3651.0,465.0,1311.0,435.0,33.08,-117.25,12.737585799068285
1.6784,16,5130.0,1172.0,3126.0,1046.0,34.43,-117.31,11.18304545181826
4.0375,29,2321.0,367.0,1173.0,360.0,32.78,-115.57,11.366754528799245
11.8603,39,2492.0,310.0,808.0,315.0,37.82,-122.22,13.122367377396328
7.9892,37,2524.0,398.0,999.0,417.0,37.91,-122.53,13.122367377396328
1.9219,31,2017.0,566.0,2063.0,521.0,33.97,-118.28,11.580593459194764
2.6535,26,3231.0,1089.0,3193.0,1020.0,33.95,-118.36,12.085039960478053
4.1719,36,1151.0,216.0,727.0,215.0,37.61,-122.04,12.138869243416009
2.8312,16,14912.0,4183.0,5105.0,3302.0,34.19,-118.6,12.273268570141385
7.6286,33,629.0,76.0,253.0,75.0,34.05,-117.9,12.708062347258762
2.6782,24,2459.0,1001.0,1362.0,957.0,37.79,-122.43,13.017005083966255
1.9483,16,2627.0,613.0,1054.0,623.0,36.82,-119.72,11.630717389475995
4.2386,33,5301.0,1281.0,2243.0,1159.0,34.07,-118.39,13.122367377396328
3.46,32,3511.0,646.0,1733.0,510.0,34.71,-117.96,11.727238138609684
2.5658,14,3732.0,846.0,1277.0,775.0,38.29,-122.47,12.245298166364206
1.9375,52,783.0,184.0,488.0,186.0,37.8,-122.23,11.748795687555171
1.3023,17,2248.0,535.0,927.0,427.0,35.64,-118.47,11.134603622683905
3.25,29,1539.0,344.0,556.0,289.0,32.68,-117.18,13.122367377396328
3.5139,14,2991.0,522.0,1729.0,537.0,34.04,-117.35,11.896833207128452
2.2612,12,8796.0,1721.0,11139.0,1680.0,34.45,-116.14,11.83138646878959
4.3667,36,2447.0,503.0,1532.0,498.0,33.92,-118.17,12.05409210923712
5.3707,7,6508.0,1028.0,2902.0,1010.0,38.27,-122.57,12.431218191515056
1.9032,15,2235.0,545.0,1376.0,516.0,39.14,-123.21,11.51293546492023
5.0947,14,1320.0,270.0,943.0,260.0,32.68,-117.04,11.936237039973754
5.7796,32,2620.0,398.0,1296.0,429.0,33.92,-117.97,12.39380039582335
5.3962,23,8642.0,1294.0,3594.0,1253.0,38.11,-122.6,12.616528611893465
2.9384,38,3235.0,769.0,1284.0,752.0,33.77,-118.16,12.625115162052026
2.551,30,1474.0,459.0,1844.0,464.0,33.99,-118.2,11.982935344196433
3.1103,33,1039.0,256.0,1432.0,272.0,34.21,-119.17,11.874097282798648
4.35,28,60.0,10.0,46.0,13.0,36.72,-119.83,11.119897691565695
3.1406,48,814.0,165.0,490.0,176.0,34.19,-118.34,12.315379862705514
3.75,16,2206.0,541.0,1227.0,554.0,34.43,-119.88,12.315379862705514
2.0781,29,2242.0,493.0,1481.0,478.0,38.59,-121.54,11.222586532857164
5.0747,35,984.0,179.0,661.0,199.0,33.84,-117.98,12.152677143050752
3.4107,33,1036.0,181.0,620.0,174.0,36.64,-119.63,11.611874470755124
3.4006,22,2362.0,601.0,1127.0,499.0,34.28,-119.2,12.29865638469802
1.4327,47,921.0,264.0,881.0,221.0,34.01,-118.27,11.644839300053654
1.3485,26,1953.0,446.0,1284.0,414.0,34.06,-117.18,11.35159406537374
2.087,33,2985.0,591.0,1221.0,486.0,40.12,-123.82,11.319352851746254
1.5208,10,1922.0,577.0,1595.0,545.0,32.76,-117.09,11.685205103383671
5.6482,35,1651.0,269.0,707.0,252.0,33.9,-118.37,12.594055831421825
2.9241,32,1083.0,188.0,471.0,178.0,38.04,-121.11,12.141539457711714
4.3222,15,14281.0,2511.0,7540.0,2245.0,33.91,-117.43,11.8350162104899
4.1128,7,3561.0,722.0,1921.0,657.0,33.18,-117.19,12.253437985595856
6.9136,5,1585.0,247.0,510.0,181.0,33.48,-117.22,13.108874814383771
2.1513,8,2411.0,463.0,786.0,297.0,40.61,-121.67,11.294781892900652
2.8438,32,1067.0,286.0,1053.0,277.0,33.95,-118.37,12.110117757946444
6.918,32,784.0,112.0,262.0,114.0,36.59,-121.89,13.122367377396328
3.668,19,2595.0,621.0,1728.0,571.0,33.47,-117.69,12.40410759774362
0.8172,52,1489.0,335.0,728.0,244.0,37.82,-122.28,11.35394145674048
0.9573,19,121.0,41.0,658.0,41.0,37.64,-121.0,11.998439434579147
2.7201,52,2687.0,600.0,1716.0,544.0,34.17,-118.14,12.234178937077944
4.0987,35,1224.0,267.0,887.0,276.0,34.09,-118.07,12.218006157094704
1.78,38,1145.0,324.0,596.0,288.0,38.57,-121.48,11.646590598651017
3.8456,27,5509.0,1059.0,2591.0,979.0,34.43,-119.66,13.122367377396328
4.3958,9,2738.0,510.0,1193.0,412.0,39.33,-120.1,11.734475747705874
2.3598,23,1076.0,216.0,724.0,197.0,39.08,-121.54,10.959557617938565
1.976,15,3291.0,772.0,1738.0,634.0,36.76,-119.83,11.116930374363438
3.7869,17,7741.0,1401.0,3153.0,1331.0,38.66,-121.28,12.283501169971546
1.2,35,1300.0,356.0,1216.0,326.0,33.93,-118.3,11.504903373867316
3.9318,7,4842.0,935.0,2857.0,907.0,38.71,-121.38,11.798111925972618
4.4063,35,2553.0,533.0,1117.0,498.0,37.24,-121.97,12.985629146880282
5.8704,17,5159.0,832.0,3174.0,817.0,37.6,-122.06,12.3647886028875
1.6675,6,2155.0,544.0,1039.0,391.0,34.05,-117.3,11.470028402317832
3.3929,39,1105.0,180.0,408.0,166.0,39.48,-121.79,11.315705475634308
2.8406,34,5871.0,1914.0,2689.0,1789.0,37.81,-122.26,12.723976161813852
4.0061,30,2513.0,476.0,1611.0,472.0,33.85,-117.97,12.116700301832571
2.2847,26,4225.0,886.0,1795.0,704.0,35.28,-120.69,12.417147664184917
2.0817,41,659.0,291.0,1224.0,290.0,34.04,-118.29,11.794345471549745
3.67,14,3338.0,608.0,1373.0,562.0,39.27,-120.83,11.983560145061489
2.5663,19,2742.0,756.0,1396.0,703.0,34.1,-118.13,12.193498926601634
0.78,10,1051.0,297.0,927.0,274.0,36.33,-119.28,10.92415631759022
3.5296,43,3850.0,1018.0,1497.0,829.0,37.71,-122.48,12.899222326086994
2.5357,19,2200.0,414.0,950.0,367.0,41.76,-122.73,11.45318607621936
4.75,35,2127.0,417.0,1247.0,378.0,33.86,-117.94,12.131354487250755
3.133,33,2612.0,646.0,2496.0,606.0,34.11,-118.23,11.95761769646754
2.625,13,1722.0,325.0,712.0,269.0,37.29,-119.6,11.83138646878959
2.03,38,1912.0,456.0,1131.0,408.0,36.78,-119.79,10.981914140544824
4.1458,35,2144.0,423.0,1192.0,417.0,33.89,-118.31,12.352339472153524
4.0431,9,2813.0,492.0,1144.0,490.0,34.96,-120.38,12.33182825999709
6.1085,52,2303.0,350.0,859.0,359.0,37.92,-122.55,13.122367377396328
4.0882,16,3031.0,554.0,1301.0,518.0,33.41,-117.19,12.5984558913214
5.6445,8,3223.0,637.0,851.0,418.0,38.33,-123.0,12.807107278406626
2.4167,43,355.0,81.0,233.0,75.0,36.71,-119.83,11.210481638644469
5.5918,20,4026.0,648.0,1997.0,650.0,33.9,-117.85,12.470361978939785
2.5726,41,2048.0,601.0,852.0,533.0,33.77,-118.18,12.174587138384211
4.1875,14,577.0,150.0,372.0,130.0,34.16,-118.41,12.524530013005734
3.1,29,4450.0,939.0,1328.0,590.0,38.44,-122.98,11.9959748767362
2.9016,25,2787.0,601.0,1247.0,522.0,38.65,-121.27,11.98168457011701
3.6346,39,3200.0,689.0,1391.0,618.0,37.76,-122.47,12.73080413304066
5.6437,52,1575.0,284.0,629.0,284.0,37.3,-121.9,12.650761671914688
2.3929,12,2855.0,598.0,1658.0,586.0,37.28,-120.44,11.303450570483712
3.1333,34,1280.0,268.0,754.0,294.0,37.75,-121.43,11.790564777297387
2.4375,23,282.0,69.0,130.0,57.0,34.38,-119.31,12.323860125621126
0.8702,11,1249.0,313.0,625.0,336.0,34.02,-118.33,12.046496440791149
1.8781,29,1478.0,413.0,1580.0,394.0,34.06,-118.21,11.901590234400048
2.9286,31,987.0,267.0,619.0,250.0,32.76,-117.1,11.930325731537252
5.0227,9,1442.0,219.0,633.0,230.0,34.05,-117.15,11.997207914913153
6.8075,18,6217.0,858.0,2703.0,834.0,34.17,-118.75,12.694348933246845
5.1314,15,3111.0,651.0,276.0,107.0,37.06,-119.32,12.09626335986454
0.75,52,96.0,31.0,191.0,34.0,37.8,-122.28,11.998439434579147
5.5658,52,2332.0,433.0,1135.0,440.0,34.17,-118.28,12.710480720812354
3.9667,25,4458.0,922.0,2998.0,890.0,37.53,-122.04,12.294545870166347
6.8588,3,8874.0,1302.0,3191.0,1027.0,33.64,-117.49,12.618185607609805
2.3277,52,1557.0,424.0,1580.0,434.0,37.35,-121.87,12.121064714846538
4.0154,33,3455.0,683.0,1704.0,663.0,36.6,-121.93,12.32696639345598
3.5125,10,1652.0,316.0,725.0,233.0,33.65,-117.25,11.955050317440996
2.8942,27,1004.0,192.0,470.0,192.0,38.13,-121.3,11.667370387218226
2.2042,33,1980.0,614.0,1057.0,567.0,32.75,-117.24,12.351475171599722
4.325,52,1732.0,305.0,875.0,311.0,34.17,-118.29,12.586565185197315
6.597,33,1677.0,228.0,629.0,239.0,32.72,-117.25,13.115139346814992
3.1625,16,2349.0,446.0,1302.0,392.0,37.68,-120.97,11.77760243768057
3.0263,29,1982.0,503.0,1426.0,502.0,33.76,-118.0,12.17664898415669
4.2324,9,4999.0,874.0,2687.0,817.0,38.34,-121.95,11.864293351358109
1.6559,48,2235.0,433.0,1363.0,433.0,33.99,-118.31,11.52683823202353
1.3304,28,1592.0,304.0,962.0,282.0,36.7,-119.8,10.84546552414626
1.6993,28,1473.0,333.0,1196.0,312.0,34.15,-117.33,11.124332223082254
4.26,23,3481.0,641.0,1952.0,682.0,34.32,-118.45,12.151621739551222
3.2125,26,1632.0,376.0,598.0,375.0,33.63,-117.9,13.02805489573287
7.7006,52,370.0,62.0,150.0,56.0,37.97,-122.62,12.665713390084107
2.8839,11,1708.0,394.0,1474.0,372.0,36.85,-121.41,11.890683588496984
2.625,43,887.0,219.0,965.0,217.0,34.02,-118.18,11.804855999911272
4.6875,33,619.0,139.0,1217.0,146.0,33.74,-117.89,11.947308393235778
4.25,40,1933.0,475.0,902.0,412.0,33.71,-118.29,12.715299992732367
2.5804,16,2962.0,898.0,1555.0,795.0,37.31,-121.91,12.28442623513897
1.9688,37,944.0,244.0,1107.0,235.0,34.28,-118.44,11.878269721588795
6.0961,16,3400.0,501.0,1575.0,488.0,33.69,-117.78,12.596427499917318
2.7125,40,1695.0,374.0,1138.0,357.0,34.03,-118.3,11.918397239722838
4.6103,37,694.0,188.0,658.0,225.0,37.66,-122.41,12.377927112974284
2.7656,17,1631.0,335.0,285.0,128.0,37.78,-119.08,11.775297421715829
3.0903,10,3054.0,528.0,1932.0,510.0,38.72,-121.42,11.428467189677397
3.3831,30,2838.0,649.0,1758.0,593.0,33.83,-117.96,12.192992471824816
5.0756,52,3084.0,595.0,1324.0,571.0,37.58,-122.36,12.832548365186272
1.4934,26,1377.0,289.0,761.0,267.0,39.08,-121.56,10.785207543360087
1.4635,43,2070.0,512.0,1925.0,444.0,36.75,-119.78,10.74937727911096
4.6957,13,7731.0,1360.0,2543.0,1249.0,38.42,-122.61,12.467671232325932
7.8164,36,1496.0,247.0,441.0,203.0,33.6,-117.89,13.122367377396328
3.3182,46,431.0,86.0,239.0,80.0,37.77,-120.69,12.550020441826058
5.3911,27,1265.0,216.0,660.0,232.0,37.24,-121.92,12.54682499510009
3.46,31,1471.0,321.0,841.0,330.0,33.93,-117.96,12.35793929036284
2.1935,52,2085.0,588.0,1767.0,516.0,33.73,-118.28,12.4016435409078
3.3562,40,1723.0,370.0,1221.0,370.0,33.98,-118.06,12.03884263630228
2.4044,36,3225.0,635.0,2034.0,593.0,35.77,-119.23,11.19135563385109
4.6429,36,956.0,159.0,416.0,157.0,33.85,-118.1,12.318065617740915
4.7708,32,2210.0,456.0,1270.0,484.0,33.94,-118.16,12.092909546513004
4.4211,41,2704.0,557.0,1047.0,478.0,34.01,-118.47,13.045268487310828
2.7188,43,1292.0,307.0,647.0,249.0,38.75,-121.27,11.35394145674048
2.246,6,2992.0,1194.0,3800.0,1130.0,33.76,-117.87,12.118884889350284
3.8038,22,5416.0,1271.0,2260.0,1184.0,33.72,-118.05,12.069685751267224
2.8417,45,3032.0,631.0,1341.0,597.0,38.55,-121.51,11.834291315386718
2.7708,34,1660.0,412.0,1678.0,382.0,34.09,-118.21,11.906324739459684
6.2135,28,2839.0,428.0,1372.0,443.0,37.97,-121.99,12.288578471082884
4.4946,24,2801.0,554.0,2064.0,529.0,34.08,-117.62,11.820417517632333
4.3462,36,2794.0,523.0,1334.0,472.0,34.22,-118.51,12.310887512348744
13.0502,6,1638.0,188.0,572.0,174.0,33.48,-117.65,13.122367377396328
3.5435,52,2602.0,714.0,1330.0,647.0,37.77,-122.45,12.53753592969685
6.9508,18,7245.0,1029.0,2893.0,1049.0,37.22,-121.86,12.797189869070415
3.2917,19,3351.0,589.0,1578.0,542.0,36.69,-119.47,11.983560145061489
6.8197,44,1877.0,314.0,877.0,320.0,33.96,-118.4,12.803812391556706
2.4632,39,1561.0,445.0,1780.0,391.0,34.09,-118.21,11.8789634386217
5.1461,25,4258.0,719.0,2290.0,743.0,37.26,-121.91,12.495756463152594
3.25,39,552.0,151.0,807.0,168.0,33.99,-118.07,11.940158587995835
3.3169,15,3553.0,659.0,1684.0,611.0,37.78,-120.85,11.784485777414298
5.5385,43,2998.0,470.0,970.0,430.0,37.93,-122.54,12.975720112947148
6.7138,42,2863.0,460.0,1031.0,448.0,37.89,-122.25,12.817470037182169
2.3333,44,1463.0,312.0,940.0,312.0,33.94,-118.25,11.510933482289436
5.3561,29,2658.0,484.0,1318.0,498.0,37.27,-121.98,12.607867693866968
3.1667,36,2430.0,426.0,1199.0,437.0,38.53,-121.43,11.313266479778829
4.4871,2,6403.0,1116.0,3327.0,957.0,38.01,-121.29,11.834291315386718
2.5373,18,6501.0,1416.0,2954.0,1373.0,38.91,-121.06,11.870606902224589
6.1306,16,3137.0,462.0,1384.0,436.0,34.18,-118.96,12.461493630353871
3.6292,36,1430.0,331.0,1502.0,312.0,34.25,-118.42,11.88587426840146
4.375,37,932.0,171.0,578.0,175.0,33.91,-118.14,12.087294740154986
7.0544,25,2496.0,351.0,1034.0,367.0,37.41,-121.81,12.678264503855369
1.6607,18,164.0,30.0,104.0,32.0,37.37,-120.67,11.37940550085183
2.6976,52,2035.0,483.0,904.0,459.0,38.58,-121.47,11.60186082325361
5.7881,28,2488.0,396.0,1190.0,410.0,37.34,-122.02,12.750432653574146
5.6435,33,2799.0,491.0,978.0,447.0,33.96,-118.44,13.122367377396328
1.6875,42,765.0,171.0,590.0,177.0,33.87,-117.58,11.63956692643747
7.3141,15,2102.0,295.0,1060.0,303.0,33.71,-117.77,12.728137867696542
3.1901,52,4220.0,908.0,3731.0,892.0,33.97,-118.21,12.029341433599432
3.8372,13,3309.0,603.0,1796.0,555.0,37.61,-120.94,11.769898298682092
4.1771,44,2731.0,577.0,1396.0,555.0,33.84,-118.19,12.297288089699112
3.1679,21,2322.0,518.0,662.0,457.0,33.62,-117.72,11.60824473564232
5.6112,20,2595.0,428.0,1751.0,479.0,34.03,-118.12,12.637858308703688
2.9861,33,4413.0,1107.0,2239.0,1051.0,37.7,-122.09,12.246259238225438
3.1645,37,1358.0,231.0,586.0,214.0,37.52,-121.14,12.048254415120404
4.9286,39,2988.0,605.0,1466.0,610.0,33.93,-118.42,12.740813018453595
3.4741,17,3053.0,595.0,1434.0,557.0,38.41,-122.07,12.412277544454046
3.3785,44,1688.0,426.0,1605.0,384.0,34.09,-118.18,12.127575825689416
4.0332,8,508.0,111.0,229.0,84.0,34.82,-118.93,11.762134344805622
4.9,5,4944.0,1164.0,1727.0,948.0,33.6,-117.75,12.451372913840933
4.6458,9,3666.0,711.0,2341.0,703.0,37.61,-121.99,12.28765724080691
1.55,36,948.0,303.0,1042.0,301.0,33.79,-118.17,11.51293546492023
4.5787,20,2606.0,424.0,1361.0,426.0,36.85,-121.65,12.40942564947524
6.0368,22,3266.0,529.0,1595.0,494.0,34.29,-118.72,12.421188057397057
4.1,27,1596.0,297.0,1703.0,289.0,33.71,-117.88,12.127575825689416
6.1464,34,2795.0,460.0,1267.0,443.0,34.25,-118.35,12.77818431937951
3.9518,4,8072.0,1606.0,4323.0,1475.0,38.33,-122.67,12.302750072044772
4.0435,9,2589.0,482.0,1050.0,374.0,38.76,-122.51,11.795099898183592
1.837,27,2587.0,729.0,1500.0,623.0,37.96,-122.04,12.07254696717504
3.0156,37,3137.0,685.0,2048.0,651.0,37.33,-121.87,12.50729143185074
4.1652,17,1149.0,266.0,403.0,228.0,32.79,-117.24,12.39545670404338
1.5078,22,2991.0,791.0,2486.0,754.0,34.04,-118.16,12.111217862017217
3.6875,23,4483.0,894.0,2136.0,883.0,35.4,-118.95,11.52979241483
1.6429,23,2248.0,489.0,1132.0,444.0,40.63,-122.42,11.294781892900652
6.0553,29,3675.0,613.0,1457.0,591.0,33.8,-118.08,12.819638053836195
4.4435,35,1517.0,257.0,658.0,245.0,34.14,-117.27,11.488643018250334
8.603,52,1504.0,208.0,518.0,196.0,32.75,-117.18,13.038114000759418
4.2992,31,2366.0,383.0,1077.0,387.0,32.79,-117.03,12.069112524385533
6.6704,25,3401.0,509.0,1503.0,498.0,33.88,-117.99,12.390895238790057
3.2656,29,2912.0,566.0,2188.0,518.0,34.11,-117.34,11.41422052949775
1.7031,16,2272.0,629.0,1689.0,649.0,35.29,-120.66,12.180759965737863
5.2015,6,10191.0,1882.0,4377.0,1789.0,38.0,-122.09,12.22686008186036
3.3536,27,3658.0,764.0,1278.0,518.0,38.54,-123.25,11.967187086434018
4.535,19,1795.0,328.0,1014.0,322.0,33.86,-118.03,12.57522294757768
3.0179,43,841.0,192.0,496.0,207.0,32.77,-117.01,11.913719681428494
5.5636,38,2139.0,343.0,809.0,340.0,37.89,-122.07,12.501726607862306
6.4285,29,5650.0,817.0,2098.0,813.0,37.28,-121.91,12.72873098576518
4.6667,43,403.0,77.0,156.0,85.0,34.27,-119.28,12.85996171223744
4.1042,36,949.0,164.0,502.0,163.0,33.92,-118.25,11.731265497840116
2.9647,16,10077.0,2186.0,3048.0,1337.0,33.85,-116.53,11.616393190430356
5.8721,16,2391.0,369.0,1419.0,373.0,37.4,-121.86,12.497999446362185
2.8295,51,1373.0,284.0,648.0,300.0,35.39,-119.0,11.185823192802378
9.4667,32,3868.0,548.0,1558.0,528.0,34.17,-118.02,13.122367377396328
3.1864,52,3142.0,765.0,1728.0,682.0,34.09,-118.25,12.153731433847984
3.875,52,895.0,198.0,386.0,204.0,37.87,-122.29,12.115058723579269
4.2614,52,1844.0,332.0,769.0,334.0,37.88,-122.28,12.473428278520132
1.6548,35,2347.0,526.0,1676.0,481.0,36.75,-119.76,10.807725945886109
1.8466,43,1561.0,354.0,862.0,332.0,37.59,-120.95,11.308370569092329
10.157,8,7326.0,884.0,2569.0,798.0,33.83,-117.81,13.075483487498648
2.9479,22,2136.0,465.0,1143.0,409.0,34.6,-120.14,12.40123227382928
4.8519,46,2451.0,472.0,1163.0,448.0,37.32,-121.94,12.327409359385856
1.9913,21,2106.0,410.0,867.0,380.0,36.58,-119.49,11.464795582766676
3.5536,26,1463.0,261.0,699.0,219.0,36.34,-119.63,11.17606715383184
3.023,25,1022.0,291.0,1570.0,297.0,34.06,-118.05,11.863589378812122
2.83,22,2737.0,512.0,1168.0,442.0,41.12,-121.47,11.39302644219128
3.55,20,5218.0,959.0,2302.0,850.0,34.12,-118.05,13.074644738946118
3.0417,25,3309.0,902.0,2299.0,837.0,33.9,-118.35,12.37581963951765
7.3861,16,1489.0,262.0,945.0,263.0,37.41,-121.86,12.495007682693725
2.6576,18,3501.0,721.0,2009.0,660.0,35.94,-119.06,11.09286942505702
1.5152,30,1271.0,528.0,2019.0,524.0,37.99,-121.29,11.305913595583258
3.5861,16,3402.0,1193.0,1479.0,1043.0,37.37,-122.03,13.122367377396328
1.8396,44,2469.0,568.0,1363.0,517.0,34.13,-117.28,11.252871529635922
12.632,5,403.0,48.0,208.0,54.0,34.44,-119.31,13.122367377396328
5.4288,6,3123.0,495.0,1513.0,480.0,32.83,-116.83,12.030534032473051
5.6918,12,5048.0,842.0,883.0,391.0,33.67,-116.29,12.351475171599722
4.5246,4,7392.0,1155.0,3096.0,1065.0,38.66,-121.02,12.200562492481511
6.6458,31,3508.0,585.0,1957.0,588.0,34.28,-118.49,12.562000810699038
6.9742,38,2553.0,400.0,1042.0,393.0,33.8,-118.36,13.122367377396328
5.6426,35,1248.0,206.0,551.0,185.0,33.85,-118.35,12.760535178224796
1.4589,27,3358.0,1069.0,2415.0,956.0,34.02,-118.35,11.37940550085183
3.2632,52,2183.0,465.0,1129.0,460.0,37.8,-122.22,12.33578864378571
2.875,38,1007.0,245.0,618.0,239.0,37.72,-122.16,11.883115664987256
2.3942,42,814.0,223.0,511.0,188.0,34.01,-118.29,11.72157244693173
3.4821,34,1489.0,326.0,1389.0,313.0,34.29,-118.42,11.984808576881369
1.9485,48,3421.0,734.0,1441.0,727.0,38.54,-121.45,11.369066641827969
1.8801,26,1775.0,416.0,1217.0,383.0,36.42,-119.1,10.961295207644392
3.0078,42,700.0,212.0,662.0,210.0,34.09,-118.13,12.16369214550422
5.6754,12,2007.0,397.0,1033.0,373.0,33.48,-117.64,12.52779738470044
3.7738,48,1274.0,313.0,971.0,291.0,37.32,-121.9,12.304110918882833
5.0953,39,2569.0,426.0,1282.0,432.0,34.2,-118.14,12.242409396366712
4.3194,44,2663.0,511.0,1277.0,462.0,33.86,-118.12,12.20357452783082
3.5497,25,8389.0,1872.0,4483.0,1747.0,34.26,-118.49,12.473428278520132
4.7794,26,1669.0,276.0,951.0,278.0,37.44,-121.91,12.327409359385856
2.811,15,4760.0,871.0,2459.0,734.0,35.56,-120.29,11.864293351358109
5.7409,19,3575.0,525.0,1654.0,559.0,33.19,-117.34,12.52125193058776
5.0,44,773.0,120.0,405.0,121.0,34.11,-118.04,13.01053979885567
8.2954,37,4400.0,695.0,1521.0,666.0,34.13,-118.43,13.122367377396328
1.6851,46,2217.0,489.0,1227.0,448.0,34.02,-118.31,11.597275804538212
2.5259,35,2914.0,683.0,1562.0,638.0,32.73,-117.23,12.38923135181669
3.7368,37,2979.0,557.0,1285.0,564.0,32.76,-117.04,11.932957294690372
3.1958,39,2076.0,482.0,1738.0,445.0,37.71,-122.46,12.354927900740968
3.3929,28,2593.0,487.0,1365.0,457.0,38.22,-121.24,11.635151947212842
2.2409,29,2030.0,545.0,1014.0,518.0,32.76,-117.11,11.645715332733134
2.5625,52,583.0,114.0,310.0,93.0,37.96,-121.27,10.900454637442037
4.5268,42,1342.0,291.0,551.0,266.0,37.89,-122.33,12.242409396366712
3.0625,24,1016.0,238.0,465.0,236.0,33.62,-117.89,11.4489307959183
4.1012,17,2789.0,648.0,849.0,345.0,32.98,-117.31,12.40779233605911
1.9495,26,2574.0,807.0,3163.0,802.0,34.08,-118.21,12.06220804876586
3.7708,34,1729.0,324.0,1341.0,324.0,34.05,-117.94,12.004574385508691
3.5347,36,1111.0,275.0,1333.0,266.0,34.27,-118.44,11.97098934828825
1.3071,51,1321.0,550.0,781.0,499.0,32.72,-117.15,12.429220196836384
2.4931,26,2136.0,557.0,1528.0,537.0,33.78,-117.96,12.37201495855807
3.1528,23,6060.0,1165.0,2920.0,1072.0,34.88,-116.99,11.141876276228
2.0956,35,1239.0,473.0,1524.0,387.0,33.78,-118.26,11.949249500664376
3.5833,45,1866.0,343.0,919.0,344.0,33.86,-118.13,12.207077140855777
5.4063,36,4787.0,900.0,2039.0,890.0,37.41,-122.13,12.99657563943146
2.2577,26,2929.0,970.0,3792.0,817.0,34.06,-118.02,12.065666245536809
2.885,9,5206.0,992.0,4660.0,978.0,33.71,-117.82,11.998439434579147
6.1323,32,4497.0,730.0,1846.0,715.0,37.59,-122.39,13.122367377396328
4.4934,15,2892.0,496.0,1634.0,501.0,36.81,-119.69,11.38510345703214
2.85,38,1745.0,457.0,1547.0,460.0,34.09,-118.14,12.296831574998258
3.6875,16,893.0,164.0,548.0,155.0,37.79,-120.83,11.710964518881164
3.2813,46,940.0,219.0,599.0,214.0,33.89,-118.16,12.159510248044802
4.1359,17,3262.0,753.0,1879.0,708.0,34.22,-118.57,12.449806748940391
3.73,11,1711.0,493.0,1094.0,543.0,37.32,-121.96,12.33578864378571
5.3664,34,2956.0,469.0,1488.0,464.0,34.06,-117.9,12.499864763577849
3.5714,11,1996.0,382.0,1023.0,358.0,36.84,-121.37,12.400820837540556
4.4474,25,2239.0,361.0,928.0,353.0,38.03,-122.26,12.224408511383016
4.9562,45,455.0,92.0,394.0,89.0,33.82,-118.21,12.01794023839946
3.858,24,2268.0,330.0,847.0,296.0,38.47,-122.65,12.27560337234701
1.5625,36,973.0,219.0,613.0,187.0,35.34,-119.01,10.75152085670396
5.888,13,2902.0,536.0,1125.0,490.0,33.67,-118.01,13.01188087786516
